date,content
2019,"These marshmallow crispy treats from @cloud10snacks are a dream☁️! So delish, high in protein, and are just like your fave childhood treat! If you’re looking for an alternative protein snack, I recommend Cloud10. How cute is the packaging/names?! These were gifted by #cloud10. https://t.co/6GHKs450Qn"
2019,@BigBrett58 @Cheryl__Day @RaboAg @NationalPork Or China adapts to Alternative Proteins at an economical value.
