date,content
2019,"For as good as the MSP airport is for food options, the @Delta club has some of the healthiest plant based options in the airport. Shredded jackfruit option was a nice bonus today!"
2019,"There is Nothing in animal- based food that is not better provided by plant-based food.
Plants are better for you and the earth."
2019,"Interesting facts, no wonder plant based foods are a thing...Here’s how America uses its land https://t.co/bldUPDmecD via @bbgvisualdata"
