date,content
2020,"impossible food scientists: here it is, boss. plant based patty. holds together well on grill. tastes great. texture is perfect. ready to ship?

boss: no, back to the lab. MAKE THE PATTY BLEED EVERYWHERE!"
2020,@id010011011 @DavidPerlmutter I believe a combination of plant based food + homeopathic remedies are effective in treating illnesses.
