date,content
2020,"@Camellia_Alexan @MavericTV My food is plant based.  Steak comes from cows, cows eat plants, therefore cows are plant based."
2020,AP:  Meatless 101: Ag center offers course on plant-based foods https://t.co/RPFjycnfUp
