date,content
2021,"@LSE_Angela Yeah, impossible burger IMO is made for people who LIKE the taste of meat. I gave up meat b/c I dislike the taste of meat so ANYTHING LABELED impossible burger is a red flag for me!"
2021,@ManiacMoe It’s impossible meat tho lol
