date,content
2021,"@suitevida Very valid! As a vegetarian, I’ve learned to take the wins where I can get them lol. Most days breakfast is simple or when I’m at a restaurant, I’ll swap the meat for fruit. But lunch &amp; dinner I can turn up a bit because places are opening the door for impossible/beyond options."
