date,content
2021,@saifedean @BeyondMeat https://t.co/gl1i3WxyoP
2021,@saifedean @BeyondMeat Saif- you may find this idea interesting…
2021,Feeding over 20 neighbors and friends today with a smoked brisket. Doubt I’d get the same turnout and community bonding over a Beyond Meat offering
