date,content
2021,@ktangen19 @jayErehder @bmreadel @GOBBLERODGER @rfenner51 @Thostenson Rhubarb is the Brussels sprouts of beyond meat… even coconut makes fun of rhubarb
2021,"Haha beyond meat missed earning expectations by a sizeable margin
😂😂 Suck it fuckers"
