date,content
2021,"Burger King, Impossible Burger - Milford, Delaware - Impossible burger from there
Last night Food Poisoning https://t.co/TAeZPY3Y3j"
2020,"“More people without paid family leave, health insurance or access to food will have to make impossible decisions. The homeless and the incarcerated will languish, and people with disabilities will continue, in many cases, to fend for themselves.” https://t.co/6JPCr6IkNv https://t.co/2IyUM5OKy7"
