date,content
2021,"@SheACumbination @totaljenstate @sarahhxmargaret @Kalichica1 @greendoondoon So introduce them to a wide  variety of different fruits, vegetables, beans &amp; plant based protein &amp; find what they like. It’s not that hard. It starts with parents choosing not to educate themselves on a healthy plant based diet &amp; now the kids only want chips, cheese and meat."
