date,content
2021,"@UncleZoGunTales My prefered meat is plant based. Elk, buffalo, venison, cow all prefer to eat plants."
2021,"@GGMM_2020 @man_myth_l3gend @SongofW @billmaher If there was a national divorce, it wouldn’t be red states splitting from blue states. Red counties separating from a few overpopulated blue ones. Our funding issue won’t be a concern. Your food...y’all better get plant based meat &amp; indoor high rise gardening perfected real fast."
2021,"The Most Medically Unhealthy people Always have something to say about people who don’t eat meat! 
PLANT-BASED DIETS #nutrition #BeVegetarian #HealthyEating #healthylifestyle #food https://t.co/E1gV5XkxVb"
