user,date,content
"{'username': 'EyeOfTheSouth', 'id': 113150352, 'displayname': 'JW', 'description': 'Husband // Educator // Coach // Rebel // Amateur Graphic Designer // 3rd Grade Class Favorite', 'rawDescription': 'Husband // Educator // Coach // Rebel // Amateur Graphic Designer // 3rd Grade Class Favorite', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2010, 2, 10, 21, 40, 47, tzinfo=datetime.timezone.utc), 'followersCount': 587, 'friendsCount': 404, 'statusesCount': 17459, 'favouritesCount': 1676, 'listedCount': 4, 'mediaCount': 1339, 'location': 'Forever Randolph', 'protected': False, 'linkUrl': 'https://en.m.wikipedia.org/wiki/Randolph,_Mississippi', 'linkTcourl': 'https://t.co/X5MqVeimfo', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1370172862645030915/6BC8WVlw_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/113150352/1620516121', 'label': None}",2021,@xdaileyx Deep freeze full of plant based meats would be some new age southerness for sure. They got vegan deer meat yet?
